Row,Entity,Position X,Position Y,id,length(M),width(M),"type(B=3,D=1,T=2)",parking_type,parking_side
B-120-01,Bridge,342864.3587,3312798.699,1,0.64,0.6,3,,
B-120-01,Tracker,342862.3997,3312753.281,2,45,3.92,2,,
B-120-01,Dock,342862.3464,3312752.856,3,0.75,0.9,0,Central,South
B-120-01,Tracker,342862.3997,3312707.323,4,45,3.92,2,,
B-120-01,Bridge,342864.3587,3312706.983,5,0.64,0.6,3,,
B-120-01,Tracker,342862.3997,3312661.565,6,45,3.92,2,,
B-120-01,Bridge,342864.3587,3312661.225,7,0.82,0.6,3,,
B-120-01,Tracker,342862.3997,3312630.822,8,30,3.92,2,,
B-120-01,Bridge,342864.3587,3312630.482,9,0.64,0.6,3,,
B-120-01,Tracker,342862.3997,3312600.064,10,30,3.92,2,,
B-121-01,Dock,342873.1464,3312838.221,0,1.02,0.9,1,Edge,North
B-121-01,Tracker,342873.1997,3312793.088,1,45,3.92,2,,
B-121-01,Bridge,342875.1587,3312792.748,2,0.64,0.6,3,,
B-121-01,Tracker,342873.1997,3312747.33,3,45,3.92,2,,
B-121-01,Bridge,342875.1587,3312746.99,4,0.82,0.6,3,,
B-121-01,Tracker,342873.1997,3312701.372,5,45,3.92,2,,
B-121-01,Bridge,342875.1587,3312701.032,6,0.64,0.6,3,,
B-121-01,Tracker,342873.1997,3312655.614,7,45,3.92,2,,
B-121-01,Bridge,342875.1587,3312655.274,8,0.64,0.6,3,,
B-121-01,Dock,342873.1464,3312625.326,9,1.02,0.9,1,Edge,North
B-121-01,Tracker,342873.1997,3312624.871,10,30,3.92,2,,
B-122-01,Tracker,342883.9997,3312787.138,0,45,3.92,2,,
B-122-01,Bridge,342885.9587,3312786.798,1,0.64,0.6,3,,
B-122-01,Tracker,342883.9997,3312741.38,2,45,3.92,2,,
B-122-01,Dock,342883.9464,3312740.955,3,1.05,0.9,0,Central,South
B-122-01,Tracker,342883.9997,3312695.422,4,45,3.92,2,,
B-122-01,Bridge,342885.9587,3312695.082,5,0.64,0.6,3,,
B-122-01,Tracker,342883.9997,3312664.679,6,30,3.92,2,,
B-122-01,Bridge,342885.9587,3312664.339,7,0.64,0.6,3,,
B-122-01,Tracker,342883.9997,3312633.921,8,30,3.92,2,,
B-123-01,Tracker,342894.7997,3312781.188,0,45,3.92,2,,
B-123-01,Bridge,342896.7587,3312780.848,1,0.64,0.6,3,,
B-123-01,Tracker,342894.7997,3312735.43,2,45,3.92,2,,
B-123-01,Dock,342894.7464,3312734.99,3,1.05,0.9,0,Central,South
B-123-01,Tracker,342894.7997,3312704.487,4,30,3.92,2,,
B-123-01,Bridge,342896.7587,3312704.147,5,0.64,0.6,3,,
B-123-01,Tracker,342894.7997,3312673.729,6,30,3.92,2,,
B-123-01,Bridge,342896.7587,3312673.389,7,0.82,0.6,3,,
B-123-01,Tracker,342894.7997,3312642.971,8,30,3.92,2,,
B-124-01,Tracker,342905.5997,3312775.238,0,45,3.92,2,,
B-124-01,Bridge,342907.5587,3312774.898,1,0.64,0.6,3,,
B-124-01,Tracker,342905.5997,3312729.48,2,45,3.92,2,,
B-124-01,Dock,342905.5464,3312729.04,3,1.05,0.9,0,Central,South
B-124-01,Tracker,342905.5997,3312698.537,4,30,3.92,2,,
B-124-01,Bridge,342907.5587,3312698.197,5,0.64,0.6,3,,
B-124-01,Tracker,342905.5997,3312667.779,6,30,3.92,2,,
B-125-01,Tracker,342916.3997,3312769.288,0,45,3.92,2,,
B-125-01,Dock,342916.3464,3312768.848,1,1.05,0.9,0,Central,South
B-125-01,Tracker,342916.3997,3312738.345,2,30,3.92,2,,
B-125-01,Bridge,342918.3587,3312738.005,3,0.64,0.6,3,,
B-125-01,Tracker,342916.3997,3312707.587,4,30,3.92,2,,
B-126-01,Tracker,342927.1997,3312778.368,0,30,3.92,2,,
B-126-01,Dock,342927.1464,3312777.913,1,1.05,0.9,0,Central,South
B-126-01,Tracker,342927.1997,3312747.41,2,30,3.92,2,,
B-126-01,Bridge,342929.1587,3312747.07,3,0.64,0.6,3,,
B-126-01,Tracker,342927.1997,3312716.652,4,30,3.92,2,,
B-127-01,Tracker,342937.9997,3312772.418,0,30,3.92,2,,
B-127-01,Dock,342937.9464,3312771.963,1,1.05,0.9,0,Central,South
B-127-01,Tracker,342937.9997,3312741.46,2,30,3.92,2,,
C-001-01,Tracker,340896.7996,3312943.799,0,30,3.92,2,,
C-001-01,Bridge,340898.7586,3312943.459,1,0.82,0.6,3,,
C-001-01,Tracker,340896.7996,3312913.041,2,30,3.92,2,,
C-001-01,Dock,340896.7464,3312912.586,3,1.05,0.9,0,Central,South
C-001-01,Tracker,340896.7996,3312882.083,4,30,3.92,2,,
C-001-01,Bridge,340898.7586,3312881.743,5,0.82,0.6,3,,
C-001-01,Tracker,340896.7996,3312851.325,6,30,3.92,2,,
C-002-01,Tracker,340907.5996,3313030.123,0,30,3.92,2,,
C-002-01,Bridge,340909.5586,3313029.783,1,0.64,0.6,3,,
C-002-01,Tracker,340907.5996,3312999.365,2,30,3.92,2,,
C-002-01,Bridge,340909.5586,3312999.025,3,0.82,0.6,3,,
C-002-01,Tracker,340907.5996,3312968.607,4,30,3.92,2,,
C-002-01,Dock,340907.5996,3312968.152,5,1.05,0.9,0,Central,South
C-002-01,Tracker,340907.5996,3312937.649,6,30,3.92,2,,
C-002-01,Bridge,340909.5586,3312937.309,7,0.82,0.6,3,,
C-002-01,Tracker,340907.5996,3312906.891,8,30,3.92,2,,
C-002-01,Bridge,340909.5586,3312906.551,9,0.82,0.6,3,,
C-002-01,Tracker,340907.5996,3312876.133,10,30,3.92,2,,
C-002-01,Bridge,340909.5586,3312875.793,11,0.82,0.6,3,,
C-002-01,Tracker,340907.5996,3312845.375,12,30,3.92,2,,
C-003-01,Tracker,340918.3996,3313030.932,0,30,3.92,2,,
C-003-01,Bridge,340920.3586,3313030.592,1,0.82,0.6,3,,
C-003-01,Tracker,340918.3996,3313000.174,2,30,3.92,2,,
C-003-01,Dock,340918.3996,3312999.719,3,1.05,0.9,0,Central,South
C-003-01,Tracker,340918.3996,3312969.216,4,30,3.92,2,,
C-003-01,Tracker,340918.3996,3312931.899,5,30,3.92,2,,
C-003-01,Bridge,340920.3586,3312931.559,6,0.64,0.6,3,,
C-003-01,Tracker,340918.3996,3312901.141,7,30,3.92,2,,
C-003-01,Dock,340918.3464,3312900.686,8,1.05,0.9,0,Central,South
C-003-01,Tracker,340918.3996,3312870.183,9,30,3.92,2,,
C-003-01,Bridge,340920.3586,3312869.843,10,0.82,0.6,3,,
C-003-01,Tracker,340918.3996,3312839.425,11,30,3.92,2,,
C-004-01,Tracker,340929.1996,3313015.902,0,45,3.92,2,,
C-004-01,Bridge,340931.1586,3313015.562,1,0.64,0.6,3,,
C-004-01,Tracker,340929.1996,3312970.144,2,45,3.92,2,,
C-004-01,Dock,340929.1464,3312969.719,3,1.05,0.9,0,Central,South
C-004-01,Tracker,340929.1996,3312924.186,4,45,3.92,2,,
C-004-01,Bridge,340931.1586,3312923.846,5,0.64,0.6,3,,
C-004-01,Tracker,340929.1996,3312878.428,6,45,3.92,2,,
C-004-01,Bridge,340931.1586,3312878.088,7,0.64,0.6,3,,
C-004-01,Tracker,340929.1996,3312832.67,8,45,3.92,2,,
C-005-01,Tracker,340939.9996,3313009.952,0,45,3.92,2,,
C-005-01,Bridge,340941.9586,3313009.612,1,0.82,0.6,3,,
C-005-01,Tracker,340939.9996,3312964.194,2,45,3.92,2,,
C-005-01,Dock,340939.9464,3312963.769,3,1.05,0.9,0,Central,South
C-005-01,Tracker,340939.9996,3312918.236,4,45,3.92,2,,
C-005-01,Bridge,340941.9586,3312917.896,5,0.64,0.6,3,,
C-005-01,Tracker,340939.9996,3312872.478,6,45,3.92,2,,
C-005-01,Bridge,340941.9586,3312872.138,7,0.64,0.6,3,,
C-005-01,Tracker,340939.9996,3312826.72,8,45,3.92,2,,
C-006-01,Tracker,340950.7996,3313004.001,0,45,3.92,2,,
C-006-01,Bridge,340952.7586,3313003.661,1,0.82,0.6,3,,
C-006-01,Tracker,340950.7996,3312958.243,2,45,3.92,2,,
C-006-01,Dock,340950.7464,3312957.818,3,1.05,0.9,0,Central,South
C-006-01,Tracker,340950.7996,3312912.285,4,45,3.92,2,,
C-006-01,Bridge,340952.7586,3312911.945,5,0.64,0.6,3,,
C-006-01,Tracker,340950.7996,3312866.527,6,45,3.92,2,,
C-006-01,Bridge,340952.7586,3312866.187,7,0.64,0.6,3,,
C-006-01,Tracker,340950.7996,3312820.769,8,45,3.92,2,,
C-007-01,Tracker,340961.5996,3312998.051,0,45,3.92,2,,
C-007-01,Bridge,340963.5586,3312997.711,1,0.64,0.6,3,,
C-007-01,Tracker,340961.5996,3312952.293,2,45,3.92,2,,
C-007-01,Dock,340961.5464,3312951.868,3,1.05,0.9,0,Central,South
C-007-01,Tracker,340961.5996,3312906.335,4,45,3.92,2,,
C-007-01,Bridge,340963.5586,3312905.995,5,0.64,0.6,3,,
C-007-01,Tracker,340961.5996,3312860.577,6,45,3.92,2,,
C-007-01,Bridge,340963.5586,3312860.237,7,0.64,0.6,3,,
C-007-01,Tracker,340961.5996,3312814.819,8,45,3.92,2,,
C-008-01,Tracker,340972.3996,3312992.101,0,45,3.92,2,,
C-008-01,Bridge,340974.3586,3312991.761,1,0.82,0.6,3,,
C-008-01,Tracker,340972.3996,3312946.343,2,45,3.92,2,,
C-008-01,Dock,340972.3464,3312945.918,3,0.75,0.9,0,Central,South
C-008-01,Tracker,340972.3996,3312900.385,4,45,3.92,2,,
C-008-01,Bridge,340974.3586,3312900.045,5,0.82,0.6,3,,
C-008-01,Tracker,340972.3996,3312854.627,6,45,3.92,2,,
C-008-01,Bridge,340974.3586,3312854.287,7,0.64,0.6,3,,
C-008-01,Tracker,340972.3996,3312808.869,8,45,3.92,2,,
C-009-01,Tracker,340983.1996,3312986.151,0,45,3.92,2,,
C-009-01,Bridge,340985.1586,3312985.811,1,0.64,0.6,3,,
C-009-01,Tracker,340983.1996,3312940.393,2,45,3.92,2,,
C-009-01,Dock,340983.1464,3312939.968,3,1.05,0.9,0,Central,South
C-009-01,Tracker,340983.1996,3312894.435,4,45,3.92,2,,
C-009-01,Bridge,340985.1586,3312894.095,5,0.64,0.6,3,,
C-009-01,Tracker,340983.1996,3312848.677,6,45,3.92,2,,
C-009-01,Bridge,340985.1586,3312848.337,7,0.64,0.6,3,,
C-009-01,Tracker,340983.1996,3312802.919,8,45,3.92,2,,
C-010-01,Tracker,340993.9996,3312980.201,0,45,3.92,2,,
C-010-01,Bridge,340995.9586,3312979.861,1,0.64,0.6,3,,
C-010-01,Tracker,340993.9996,3312934.443,2,45,3.92,2,,
C-010-01,Dock,340993.9464,3312934.018,3,1.05,0.9,0,Central,South
C-010-01,Tracker,340993.9996,3312888.485,4,45,3.92,2,,
C-010-01,Bridge,340995.9586,3312888.145,5,0.64,0.6,3,,
C-010-01,Tracker,340993.9996,3312842.727,6,45,3.92,2,,
C-010-01,Bridge,340995.9586,3312842.387,7,0.64,0.6,3,,
C-010-01,Tracker,340993.9996,3312796.969,8,45,3.92,2,,
C-011-01,Dock,341004.7464,3313019.784,0,1.02,0.9,1,Edge,North
C-011-01,Tracker,341004.7996,3312974.251,1,45,3.92,2,,
C-011-01,Bridge,341006.7586,3312973.911,2,0.64,0.6,3,,
C-011-01,Tracker,341004.7996,3312928.493,3,45,3.92,2,,
C-011-01,Bridge,341006.7586,3312928.153,4,0.82,0.6,3,,
C-011-01,Tracker,341004.7996,3312882.535,5,45,3.92,2,,
C-011-01,Bridge,341006.7586,3312882.195,6,0.64,0.6,3,,
C-011-01,Tracker,341004.7996,3312836.777,7,45,3.92,2,,
C-011-01,Bridge,341006.7586,3312836.437,8,0.64,0.6,3,,
C-011-01,Dock,341004.7464,3312791.474,9,1.02,0.9,1,Edge,North
C-011-01,Tracker,341004.7996,3312791.019,10,45,3.92,2,,
C-012-01,Tracker,341015.5996,3312968.301,0,45,3.92,2,,
C-012-01,Bridge,341017.5586,3312967.961,1,0.64,0.6,3,,
C-012-01,Tracker,341015.5996,3312922.543,2,45,3.92,2,,
C-012-01,Dock,341015.5464,3312922.118,3,1.05,0.9,0,Central,South
C-012-01,Tracker,341015.5996,3312876.585,4,45,3.92,2,,
C-012-01,Bridge,341017.5586,3312876.245,5,0.64,0.6,3,,
C-012-01,Tracker,341015.5996,3312830.827,6,45,3.92,2,,
C-012-01,Bridge,341017.5586,3312830.487,7,0.64,0.6,3,,
C-012-01,Tracker,341015.5996,3312785.069,8,45,3.92,2,,
C-013-01,Tracker,341026.3996,3312962.351,0,45,3.92,2,,
C-013-01,Bridge,341028.3586,3312962.011,1,0.64,0.6,3,,
C-013-01,Tracker,341026.3996,3312916.593,2,45,3.92,2,,
C-013-01,Dock,341026.3464,3312916.168,3,1.05,0.9,0,Central,South
C-013-01,Tracker,341026.3996,3312870.635,4,45,3.92,2,,
C-013-01,Bridge,341028.3586,3312870.295,5,0.82,0.6,3,,
C-013-01,Tracker,341026.3996,3312824.877,6,45,3.92,2,,
C-013-01,Bridge,341028.3586,3312824.537,7,0.64,0.6,3,,
C-013-01,Tracker,341026.3996,3312779.119,8,45,3.92,2,,
C-014-01,Dock,341037.1464,3313001.934,0,1.02,0.9,1,Edge,North
C-014-01,Tracker,341037.1996,3312956.401,1,45,3.92,2,,
C-014-01,Bridge,341039.1586,3312956.061,2,0.64,0.6,3,,
C-014-01,Tracker,341037.1996,3312910.643,3,45,3.92,2,,
C-014-01,Bridge,341039.1586,3312910.303,4,0.82,0.6,3,,
C-014-01,Tracker,341037.1996,3312864.685,5,45,3.92,2,,
C-014-01,Bridge,341039.1586,3312864.345,6,0.64,0.6,3,,
C-014-01,Tracker,341037.1996,3312818.927,7,45,3.92,2,,
C-014-01,Bridge,341039.1586,3312818.587,8,0.64,0.6,3,,
C-014-01,Tracker,341037.1996,3312773.169,9,45,3.92,2,,
C-014-01,Dock,341037.1464,3312773.024,10,1.02,0.9,1,Edge,North
C-015-01,Tracker,341047.9996,3312950.451,0,45,3.92,2,,
C-015-01,Bridge,341049.9586,3312950.111,1,0.64,0.6,3,,
C-015-01,Tracker,341047.9996,3312904.693,2,45,3.92,2,,
C-015-01,Dock,341047.9464,3312904.268,3,1.05,0.9,0,Central,South
C-015-01,Tracker,341047.9996,3312858.735,4,45,3.92,2,,
C-015-01,Bridge,341049.9586,3312858.395,5,0.64,0.6,3,,
C-015-01,Tracker,341047.9996,3312812.977,6,45,3.92,2,,
C-015-01,Bridge,341049.9586,3312812.637,7,0.64,0.6,3,,
C-015-01,Tracker,341047.9996,3312767.219,8,45,3.92,2,,
C-016-01,Tracker,341058.7996,3312944.5,0,45,3.92,2,,
C-016-01,Bridge,341060.7586,3312944.16,1,0.64,0.6,3,,
C-016-01,Tracker,341058.7996,3312898.742,2,45,3.92,2,,
C-016-01,Dock,341058.7464,3312898.317,3,1.05,0.9,0,Central,South
C-016-01,Tracker,341058.7996,3312852.784,4,45,3.92,2,,
C-016-01,Bridge,341060.7586,3312852.444,5,0.64,0.6,3,,
C-016-01,Tracker,341058.7996,3312807.026,6,45,3.92,2,,
C-016-01,Bridge,341060.7586,3312806.686,7,0.64,0.6,3,,
C-016-01,Tracker,341058.7996,3312761.268,8,45,3.92,2,,
C-017-01,Tracker,341069.5996,3312938.55,0,45,3.92,2,,
C-017-01,Bridge,341071.5586,3312938.21,1,0.82,0.6,3,,
C-017-01,Tracker,341069.5996,3312892.792,2,45,3.92,2,,
C-017-01,Dock,341069.5464,3312892.367,3,1.05,0.9,0,Central,South
C-017-01,Tracker,341069.5996,3312846.834,4,45,3.92,2,,
C-017-01,Bridge,341071.5586,3312846.494,5,0.64,0.6,3,,
C-017-01,Tracker,341069.5996,3312801.076,6,45,3.92,2,,
C-017-01,Bridge,341071.5586,3312800.736,7,0.82,0.6,3,,
C-017-01,Tracker,341069.5996,3312755.318,8,45,3.92,2,,
C-018-01,Tracker,341080.3996,3312932.6,0,45,3.92,2,,
C-018-01,Bridge,341082.3586,3312932.26,1,0.64,0.6,3,,
C-018-01,Tracker,341080.3996,3312886.842,2,45,3.92,2,,
C-018-01,Dock,341080.3464,3312886.417,3,1.05,0.9,0,Central,South
C-018-01,Tracker,341080.3996,3312840.884,4,45,3.92,2,,
C-018-01,Bridge,341082.3586,3312840.544,5,0.64,0.6,3,,
C-018-01,Tracker,341080.3996,3312795.126,6,45,3.92,2,,
C-018-01,Bridge,341082.3586,3312794.786,7,0.64,0.6,3,,
C-018-01,Tracker,341080.3996,3312749.368,8,45,3.92,2,,
C-019-01,Tracker,341091.1996,3312926.65,0,45,3.92,2,,
C-019-01,Bridge,341093.1586,3312926.31,1,0.64,0.6,3,,
C-019-01,Tracker,341091.1996,3312880.892,2,45,3.92,2,,
C-019-01,Dock,341091.1464,3312880.467,3,1.05,0.9,0,Central,South
C-019-01,Tracker,341091.1996,3312834.934,4,45,3.92,2,,
C-019-01,Bridge,341093.1586,3312834.594,5,0.64,0.6,3,,
C-019-01,Tracker,341091.1996,3312789.176,6,45,3.92,2,,
C-019-01,Bridge,341093.1586,3312788.836,7,0.64,0.6,3,,
C-019-01,Tracker,341091.1996,3312743.418,8,45,3.92,2,,
C-020-01,Tracker,341101.9996,3312920.7,0,45,3.92,2,,
C-020-01,Bridge,341103.9586,3312920.36,1,0.64,0.6,3,,
C-020-01,Tracker,341101.9996,3312874.942,2,45,3.92,2,,
C-020-01,Dock,341101.9464,3312874.517,3,1.05,0.9,0,Central,South
C-020-01,Tracker,341101.9996,3312828.984,4,45,3.92,2,,
C-020-01,Bridge,341103.9586,3312828.644,5,0.64,0.6,3,,
C-020-01,Tracker,341101.9996,3312783.226,6,45,3.92,2,,
C-020-01,Bridge,341103.9586,3312782.886,7,0.82,0.6,3,,
C-020-01,Tracker,341101.9996,3312737.468,8,45,3.92,2,,
C-021-01,Tracker,341112.7996,3312930.523,0,30,3.92,2,,
C-021-01,Bridge,341114.7586,3312930.183,1,0.82,0.6,3,,
C-021-01,Tracker,341112.7996,3312899.765,2,30,3.92,2,,
C-021-01,Bridge,341114.7586,3312899.425,3,0.64,0.6,3,,
C-021-01,Tracker,341112.7996,3312869.007,4,30,3.92,2,,
C-021-01,Dock,341112.7464,3312868.567,5,1.05,0.9,0,Central,South
C-021-01,Tracker,341112.7996,3312823.034,6,45,3.92,2,,
C-021-01,Bridge,341114.7586,3312822.694,7,0.64,0.6,3,,
C-021-01,Tracker,341112.7996,3312777.276,8,45,3.92,2,,
C-021-01,Bridge,341114.7586,3312776.936,9,0.64,0.6,3,,
C-021-01,Tracker,341112.7996,3312731.518,10,45,3.92,2,,
C-022-01,Tracker,341123.5996,3312924.573,0,30,3.92,2,,
C-022-01,Bridge,341125.5586,3312924.233,1,0.82,0.6,3,,
C-022-01,Tracker,341123.5996,3312893.815,2,30,3.92,2,,
C-022-01,Bridge,341125.5586,3312893.475,3,0.82,0.6,3,,
C-022-01,Tracker,341123.5996,3312863.057,4,30,3.92,2,,
C-022-01,Dock,341123.5464,3312862.617,5,1.05,0.9,0,Central,South
C-022-01,Tracker,341123.5996,3312817.084,6,45,3.92,2,,
C-022-01,Bridge,341125.5586,3312816.744,7,0.64,0.6,3,,
C-022-01,Tracker,341123.5996,3312771.326,8,45,3.92,2,,
C-022-01,Bridge,341125.5586,3312770.986,9,0.64,0.6,3,,
C-022-01,Tracker,341123.5996,3312725.568,10,45,3.92,2,,
C-023-01,Tracker,341134.3996,3312811.334,0,45,3.92,2,,
C-023-01,Dock,341134.3464,3312810.909,1,1.05,0.9,0,Central,South
C-023-01,Tracker,341134.3996,3312765.376,2,45,3.92,2,,
C-023-01,Bridge,341136.3586,3312765.036,3,0.64,0.6,3,,
C-023-01,Tracker,341134.3996,3312719.618,4,45,3.92,2,,
C-024-01,Tracker,341145.1996,3312896.9,0,45,3.92,2,,
C-024-01,Bridge,341147.1586,3312896.56,1,0.64,0.6,3,,
C-024-01,Tracker,341145.1996,3312851.142,2,45,3.92,2,,
C-024-01,Dock,341145.1464,3312850.717,3,1.05,0.9,0,Central,South
C-024-01,Tracker,341145.1996,3312805.184,4,45,3.92,2,,
C-024-01,Bridge,341147.1586,3312804.844,5,0.82,0.6,3,,
C-024-01,Tracker,341145.1996,3312759.426,6,45,3.92,2,,
C-024-01,Bridge,341147.1586,3312759.086,7,0.64,0.6,3,,
C-024-01,Tracker,341145.1996,3312713.668,8,45,3.92,2,,
C-025-01,Tracker,341155.9996,3312890.95,0,45,3.92,2,,
C-025-01,Bridge,341157.9586,3312890.61,1,0.64,0.6,3,,
C-025-01,Tracker,341155.9996,3312845.192,2,45,3.92,2,,
C-025-01,Dock,341155.9464,3312844.767,3,1.05,0.9,0,Central,South
C-025-01,Tracker,341155.9996,3312799.234,4,45,3.92,2,,
C-025-01,Bridge,341157.9586,3312798.894,5,0.64,0.6,3,,
C-025-01,Tracker,341155.9996,3312753.476,6,45,3.92,2,,
C-025-01,Bridge,341157.9586,3312753.136,7,0.64,0.6,3,,
C-025-01,Tracker,341155.9996,3312707.718,8,45,3.92,2,,
C-026-01,Tracker,341166.7996,3312885,0,45,3.92,2,,
C-026-01,Bridge,341168.7586,3312884.66,1,0.64,0.6,3,,
C-026-01,Tracker,341166.7996,3312839.242,2,45,3.92,2,,
C-026-01,Dock,341166.7464,3312838.817,3,1.05,0.9,0,Central,South
C-026-01,Tracker,341166.7996,3312793.284,4,45,3.92,2,,
C-026-01,Bridge,341168.7586,3312792.944,5,0.64,0.6,3,,
C-026-01,Tracker,341166.7996,3312747.526,6,45,3.92,2,,
C-026-01,Bridge,341168.7586,3312747.186,7,0.64,0.6,3,,
C-026-01,Tracker,341166.7996,3312701.768,8,45,3.92,2,,
C-027-01,Tracker,341177.5996,3312879.049,0,45,3.92,2,,
C-027-01,Bridge,341179.5586,3312878.709,1,0.64,0.6,3,,
C-027-01,Tracker,341177.5996,3312833.291,2,45,3.92,2,,
C-027-01,Dock,341177.5464,3312832.866,3,1.05,0.9,0,Central,South
C-027-01,Tracker,341177.5996,3312787.333,4,45,3.92,2,,
C-027-01,Bridge,341179.5586,3312786.993,5,0.64,0.6,3,,
C-027-01,Tracker,341177.5996,3312741.575,6,45,3.92,2,,
C-027-01,Bridge,341179.5586,3312741.235,7,0.82,0.6,3,,
C-027-01,Tracker,341177.5996,3312695.817,8,45,3.92,2,,
C-028-01,Tracker,341188.3996,3312873.099,0,45,3.92,2,,
C-028-01,Bridge,341190.3586,3312872.759,1,0.64,0.6,3,,
C-028-01,Tracker,341188.3996,3312827.341,2,45,3.92,2,,
C-028-01,Dock,341188.3464,3312826.916,3,1.05,0.9,0,Central,South
C-028-01,Tracker,341188.3996,3312781.383,4,45,3.92,2,,
C-028-01,Bridge,341190.3586,3312781.043,5,0.64,0.6,3,,
C-028-01,Tracker,341188.3996,3312735.625,6,45,3.92,2,,
C-028-01,Bridge,341190.3586,3312735.285,7,0.64,0.6,3,,
C-028-01,Tracker,341188.3996,3312689.867,8,45,3.92,2,,
C-029-01,Tracker,341199.1996,3312867.149,0,45,3.92,2,,
C-029-01,Bridge,341201.1586,3312866.809,1,0.82,0.6,3,,
C-029-01,Tracker,341199.1996,3312821.391,2,45,3.92,2,,
C-029-01,Dock,341199.1464,3312820.966,3,1.05,0.9,0,Central,South
C-029-01,Tracker,341199.1996,3312775.433,4,45,3.92,2,,
C-029-01,Bridge,341201.1586,3312775.093,5,0.64,0.6,3,,
C-029-01,Tracker,341199.1996,3312729.675,6,45,3.92,2,,
C-029-01,Bridge,341201.1586,3312729.335,7,0.82,0.6,3,,
C-029-01,Tracker,341199.1996,3312683.917,8,45,3.92,2,,
C-030-01,Tracker,341209.9996,3312861.199,0,45,3.92,2,,
C-030-01,Bridge,341211.9586,3312860.859,1,0.64,0.6,3,,
C-030-01,Tracker,341209.9996,3312815.441,2,45,3.92,2,,
C-030-01,Dock,341209.9464,3312815.016,3,1.05,0.9,0,Central,South
C-030-01,Tracker,341209.9996,3312769.483,4,45,3.92,2,,
C-030-01,Bridge,341211.9586,3312769.143,5,0.64,0.6,3,,
C-030-01,Tracker,341209.9996,3312723.725,6,45,3.92,2,,
C-030-01,Bridge,341211.9586,3312723.385,7,0.64,0.6,3,,
C-030-01,Tracker,341209.9996,3312677.967,8,45,3.92,2,,
C-031-01,Tracker,341220.7996,3312855.249,0,45,3.92,2,,
C-031-01,Bridge,341222.7586,3312854.909,1,0.64,0.6,3,,
C-031-01,Tracker,341220.7996,3312809.491,2,45,3.92,2,,
C-031-01,Dock,341220.7464,3312809.066,3,1.05,0.9,0,Central,South
C-031-01,Tracker,341220.7996,3312763.533,4,45,3.92,2,,
C-031-01,Bridge,341222.7586,3312763.193,5,0.82,0.6,3,,
C-031-01,Tracker,341220.7996,3312717.775,6,45,3.92,2,,
C-031-01,Bridge,341222.7586,3312717.435,7,0.64,0.6,3,,
C-031-01,Tracker,341220.7996,3312672.017,8,45,3.92,2,,
C-032-01,Tracker,341231.5996,3312849.299,0,45,3.92,2,,
C-032-01,Bridge,341233.5586,3312848.959,1,0.64,0.6,3,,
C-032-01,Tracker,341231.5996,3312803.541,2,45,3.92,2,,
C-032-01,Dock,341231.5464,3312803.116,3,1.05,0.9,0,Central,South
C-032-01,Tracker,341231.5996,3312757.583,4,45,3.92,2,,
C-032-01,Bridge,341233.5586,3312757.243,5,0.64,0.6,3,,
C-032-01,Tracker,341231.5996,3312711.825,6,45,3.92,2,,
C-032-01,Bridge,341233.5586,3312711.485,7,0.64,0.6,3,,
C-032-01,Tracker,341231.5996,3312666.067,8,45,3.92,2,,
C-033-01,Tracker,341242.3996,3312843.349,0,45,3.92,2,,
C-033-01,Bridge,341244.3586,3312843.009,1,0.82,0.6,3,,
C-033-01,Tracker,341242.3996,3312797.591,2,45,3.92,2,,
C-033-01,Dock,341242.3464,3312797.166,3,0.75,0.9,0,Central,South
C-033-01,Tracker,341242.3996,3312751.633,4,45,3.92,2,,
C-033-01,Bridge,341244.3586,3312751.293,5,0.82,0.6,3,,
C-033-01,Tracker,341242.3996,3312705.875,6,45,3.92,2,,
C-033-01,Bridge,341244.3586,3312705.535,7,0.64,0.6,3,,
C-033-01,Tracker,341242.3996,3312660.117,8,45,3.92,2,,
C-034-01,Tracker,341253.1996,3312837.399,0,45,3.92,2,,
C-034-01,Bridge,341255.1586,3312837.059,1,0.82,0.6,3,,
C-034-01,Tracker,341253.1996,3312791.641,2,45,3.92,2,,
C-034-01,Dock,341253.1464,3312791.216,3,1.05,0.9,0,Central,South
C-034-01,Tracker,341253.1996,3312745.683,4,45,3.92,2,,
C-034-01,Bridge,341255.1586,3312745.343,5,0.64,0.6,3,,
C-034-01,Tracker,341253.1996,3312699.925,6,45,3.92,2,,
C-034-01,Bridge,341255.1586,3312699.585,7,0.64,0.6,3,,
C-034-01,Tracker,341253.1996,3312654.167,8,45,3.92,2,,
C-035-01,Tracker,341263.9996,3312831.449,0,45,3.92,2,,
C-035-01,Bridge,341265.9586,3312831.109,1,0.64,0.6,3,,
C-035-01,Tracker,341263.9996,3312785.691,2,45,3.92,2,,
C-035-01,Dock,341263.9464,3312785.266,3,1.05,0.9,0,Central,South
C-035-01,Tracker,341263.9996,3312739.733,4,45,3.92,2,,
C-035-01,Bridge,341265.9586,3312739.393,5,0.64,0.6,3,,
C-035-01,Tracker,341263.9996,3312693.975,6,45,3.92,2,,
C-035-01,Bridge,341265.9586,3312693.635,7,0.82,0.6,3,,
C-035-01,Tracker,341263.9996,3312648.217,8,45,3.92,2,,
C-036-01,Tracker,341274.7996,3312825.499,0,45,3.92,2,,
C-036-01,Bridge,341276.7586,3312825.159,1,0.64,0.6,3,,
