Block,Array,Row,Entity,Entity Name,Position X,Position Y,Area,Gap,Soltec Name,Full,docking,tracker length,bridge type
A,A-015,A-015-01,Tracker,A-015-01-T02/03,342203.5997,3313452.062,180,,TR 19.A.07.3,ANG2-A-015-01-T02/03,,,
A,A-015,A-015-01,Bridge,A-015-01-B02/04,342205.5587,3313451.722,,40-64,,ANG2-A-015-01-B02/04,,,
A,A-015,A-015-01,Tracker,A-015-01-T03/05,342203.5997,3313406.304,180,,TR 19.A.07.5,ANG2-A-015-01-T03/05,,,
A,A-015,A-015-01,Bridge,A-015-01-B03/06,342205.5587,3313405.964,,40-64,,ANG2-A-015-01-B03/06,,,
A,A-015,A-015-01,Tracker,A-015-01-T04/07,342203.5997,3313360.546,180,,TR 19.A.15.3,ANG2-A-015-01-T04/07,,,
A,A-015,A-015-01,Dock,A-015-01-D01/08,342203.5464,3313360.121,,76-105,,ANG2-A-015-01-D01/08,,,
A,A-015,A-015-01,Tracker,A-015-01-T05/09,342203.5997,3313314.588,180,,TR 19.A.15.6,ANG2-A-015-01-T05/09,,,
A,A-015,A-015-01,Bridge,A-015-01-B04/10,342205.5587,3313314.248,,40-64,,ANG2-A-015-01-B04/10,,,
A,A-015,A-015-01,Tracker,A-015-01-T06/11,342203.5997,3313283.845,120,,TR 17.A.06.3,ANG2-A-015-01-T06/11,,,
A,A-015,A-015-01,Bridge,A-015-01-B05/12,342205.5587,3313283.505,,40-64,,ANG2-A-015-01-B05/12,,,
A,A-015,A-015-01,Tracker,A-015-01-T07/13,342203.5997,3313253.087,120,,TR 17.A.06.6,ANG2-A-015-01-T07/13,,,
A,A-015,A-015-01,Bridge,A-015-01-B06/14,342205.5587,3313252.747,,65-82,,ANG2-A-015-01-B06/14,,,
A,A-015,A-015-01,Tracker,A-015-01-T08/15,342203.5997,3313222.329,120,,TR 17.A.06.8,ANG2-A-015-01-T08/15,,,
A,A-016,A-016-01,Tracker,A-016-01-T01/01,342214.3997,3313491.87,180,,TR 19.A.08.1,ANG2-A-016-01-T01/01,,,
A,A-016,A-016-01,Bridge,A-016-01-B01/02,342216.3587,3313491.53,,40-64,,ANG2-A-016-01-B01/02,,,
A,A-016,A-016-01,Tracker,A-016-01-T02/03,342214.3997,3313446.112,180,,TR 19.A.07.4,ANG2-A-016-01-T02/03,,,
A,A-016,A-016-01,Bridge,A-016-01-B02/04,342216.3587,3313445.772,,40-64,,ANG2-A-016-01-B02/04,,,
A,A-016,A-016-01,Tracker,A-016-01-T03/05,342214.3997,3313400.354,180,,TR 19.A.07.6,ANG2-A-016-01-T03/05,,,
A,A-016,A-016-01,Bridge,A-016-01-B03/06,342216.3587,3313400.014,,40-64,,ANG2-A-016-01-B03/06,,,
A,A-016,A-016-01,Tracker,A-016-01-T04/07,342214.3997,3313354.596,180,,TR 19.A.16.1,ANG2-A-016-01-T04/07,,,
A,A-016,A-016-01,Dock,A-016-01-D01/08,342214.3464,3313354.171,,76-105,,ANG2-A-016-01-D01/08,,,
A,A-016,A-016-01,Tracker,A-016-01-T05/09,342214.3997,3313308.638,180,,TR 19.A.16.4,ANG2-A-016-01-T05/09,,,
A,A-016,A-016-01,Bridge,A-016-01-B04/10,342216.3587,3313308.298,,40-64,,ANG2-A-016-01-B04/10,,,
A,A-016,A-016-01,Tracker,A-016-01-T06/11,342214.3997,3313277.895,120,,TR 17.A.07.1,ANG2-A-016-01-T06/11,,,
A,A-016,A-016-01,Bridge,A-016-01-B05/12,342216.3587,3313277.555,,40-64,,ANG2-A-016-01-B05/12,,,
A,A-016,A-016-01,Tracker,A-016-01-T07/13,342214.3997,3313247.137,120,,TR 17.A.07.4,ANG2-A-016-01-T07/13,,,
A,A-016,A-016-01,Bridge,A-016-01-B06/14,342216.3587,3313246.797,,65-82,,ANG2-A-016-01-B06/14,,,
A,A-016,A-016-01,Tracker,A-016-01-T08/15,342214.3997,3313216.379,120,,TR 17.A.06.9,ANG2-A-016-01-T08/15,,,
A,A-017,A-017-01,Tracker,A-017-01-T01/01,342225.1997,3313485.92,180,,TR 19.A.08.2,ANG2-A-017-01-T01/01,,,
A,A-017,A-017-01,Bridge,A-017-01-B01/02,342227.1587,3313485.58,,40-64,,ANG2-A-017-01-B01/02,,,
A,A-017,A-017-01,Tracker,A-017-01-T02/03,342225.1997,3313440.162,180,,TR 19.A.08.3,ANG2-A-017-01-T02/03,,,
A,A-017,A-017-01,Bridge,A-017-01-B02/04,342227.1587,3313439.822,,40-64,,ANG2-A-017-01-B02/04,,,
A,A-017,A-017-01,Tracker,A-017-01-T03/05,342225.1997,3313394.404,180,,TR 19.A.08.5,ANG2-A-017-01-T03/05,,,
A,A-017,A-017-01,Bridge,A-017-01-B03/06,342227.1587,3313394.064,,40-64,,ANG2-A-017-01-B03/06,,,
A,A-017,A-017-01,Tracker,A-017-01-T04/07,342225.1997,3313348.646,180,,TR 19.A.16.2,ANG2-A-017-01-T04/07,,,
A,A-017,A-017-01,Dock,A-017-01-D01/08,342225.1464,3313348.221,,76-105,,ANG2-A-017-01-D01/08,,,
A,A-017,A-017-01,Tracker,A-017-01-T05/09,342225.1997,3313302.688,180,,TR 19.A.16.5,ANG2-A-017-01-T05/09,,,
A,A-017,A-017-01,Bridge,A-017-01-B04/10,342227.1587,3313302.348,,40-64,,ANG2-A-017-01-B04/10,,,
A,A-017,A-017-01,Tracker,A-017-01-T06/11,342225.1997,3313271.945,120,,TR 17.A.07.2,ANG2-A-017-01-T06/11,,,
A,A-017,A-017-01,Bridge,A-017-01-B05/12,342227.1587,3313271.605,,65-82,,ANG2-A-017-01-B05/12,,,
A,A-017,A-017-01,Tracker,A-017-01-T07/13,342225.1997,3313241.187,120,,TR 17.A.07.5,ANG2-A-017-01-T07/13,,,
A,A-017,A-017-01,Bridge,A-017-01-B06/14,342227.1587,3313240.847,,40-64,,ANG2-A-017-01-B06/14,,,
A,A-017,A-017-01,Tracker,A-017-01-T08/15,342225.1997,3313210.429,120,,TR 17.A.07.7,ANG2-A-017-01-T08/15,,,
A,A-018,A-018-01,Tracker,A-018-01-T01/01,342235.9997,3313479.97,180,,TR 19.A.09.1,ANG2-A-018-01-T01/01,,,
A,A-018,A-018-01,Bridge,A-018-01-B01/02,342237.9587,3313479.63,,40-64,,ANG2-A-018-01-B01/02,,,
A,A-018,A-018-01,Tracker,A-018-01-T02/03,342235.9997,3313434.212,180,,TR 19.A.08.4,ANG2-A-018-01-T02/03,,,
A,A-018,A-018-01,Bridge,A-018-01-B02/04,342237.9587,3313433.872,,40-64,,ANG2-A-018-01-B02/04,,,
A,A-018,A-018-01,Tracker,A-018-01-T03/05,342235.9997,3313388.454,180,,TR 19.A.08.6,ANG2-A-018-01-T03/05,,,
A,A-018,A-018-01,Bridge,A-018-01-B03/06,342237.9587,3313388.114,,40-64,,ANG2-A-018-01-B03/06,,,
A,A-018,A-018-01,Tracker,A-018-01-T04/07,342235.9997,3313342.696,180,,TR 19.A.16.3,ANG2-A-018-01-T04/07,,,
A,A-018,A-018-01,Dock,A-018-01-D01/08,342235.9464,3313342.271,,76-105,,ANG2-A-018-01-D01/08,,,
A,A-018,A-018-01,Tracker,A-018-01-T05/09,342235.9997,3313296.738,180,,TR 19.A.16.6,ANG2-A-018-01-T05/09,,,
A,A-018,A-018-01,Bridge,A-018-01-B04/10,342237.9587,3313296.398,,65-82,,ANG2-A-018-01-B04/10,,,
A,A-018,A-018-01,Tracker,A-018-01-T06/11,342235.9997,3313265.995,120,,TR 17.A.07.3,ANG2-A-018-01-T06/11,,,
A,A-018,A-018-01,Bridge,A-018-01-B05/12,342237.9587,3313265.655,,65-82,,ANG2-A-018-01-B05/12,,,
A,A-018,A-018-01,Tracker,A-018-01-T07/13,342235.9997,3313235.237,120,,TR 17.A.07.6,ANG2-A-018-01-T07/13,,,
A,A-018,A-018-01,Bridge,A-018-01-B06/14,342237.9587,3313234.897,,65-82,,ANG2-A-018-01-B06/14,,,
A,A-018,A-018-01,Tracker,A-018-01-T08/15,342235.9997,3313204.479,120,,TR 17.A.07.8,ANG2-A-018-01-T08/15,,,
A,A-019,A-019-01,Tracker,A-019-01-T01/01,342246.7997,3313474.02,180,,TR 19.A.09.2,ANG2-A-019-01-T01/01,,,
A,A-019,A-019-01,Bridge,A-019-01-B01/02,342248.7587,3313473.68,,40-64,,ANG2-A-019-01-B01/02,,,
A,A-019,A-019-01,Tracker,A-019-01-T02/03,342246.7997,3313428.262,180,,TR 19.A.09.3,ANG2-A-019-01-T02/03,,,
A,A-019,A-019-01,Bridge,A-019-01-B02/04,342248.7587,3313427.922,,40-64,,ANG2-A-019-01-B02/04,,,
A,A-019,A-019-01,Tracker,A-019-01-T03/05,342246.7997,3313382.504,180,,TR 19.A.09.5,ANG2-A-019-01-T03/05,,,
A,A-019,A-019-01,Bridge,A-019-01-B03/06,342248.7587,3313382.164,,40-64,,ANG2-A-019-01-B03/06,,,
A,A-019,A-019-01,Tracker,A-019-01-T04/07,342246.7997,3313336.746,180,,TR 19.A.17.1,ANG2-A-019-01-T04/07,,,
A,A-019,A-019-01,Dock,A-019-01-D01/08,342246.7464,3313336.321,,76-105,,ANG2-A-019-01-D01/08,,,
A,A-019,A-019-01,Tracker,A-019-01-T05/09,342246.7997,3313290.788,180,,TR 19.A.17.4,ANG2-A-019-01-T05/09,,,
A,A-019,A-019-01,Bridge,A-019-01-B04/10,342248.7587,3313290.448,,40-64,,ANG2-A-019-01-B04/10,,,
A,A-019,A-019-01,Tracker,A-019-01-T06/11,342246.7997,3313260.045,120,,TR 17.B.07.2,ANG2-A-019-01-T06/11,,,
A,A-019,A-019-01,Bridge,A-019-01-B05/12,342248.7587,3313259.705,,40-64,,ANG2-A-019-01-B05/12,,,
A,A-019,A-019-01,Tracker,A-019-01-T07/13,342246.7997,3313229.287,120,,TR 17.B.07.3,ANG2-A-019-01-T07/13,,,
A,A-019,A-019-01,Bridge,A-019-01-B06/14,342248.7587,3313228.947,,65-82,,ANG2-A-019-01-B06/14,,,
A,A-019,A-019-01,Tracker,A-019-01-T08/15,342246.7997,3313198.529,120,,TR 17.A.07.9,ANG2-A-019-01-T08/15,,,
A,A-020,A-020-01,Tracker,A-020-01-T01/01,342257.5997,3313468.07,180,,TR 19.A.10.1,ANG2-A-020-01-T01/01,,,
A,A-020,A-020-01,Bridge,A-020-01-B01/02,342259.5587,3313467.73,,40-64,,ANG2-A-020-01-B01/02,,,
A,A-020,A-020-01,Tracker,A-020-01-T02/03,342257.5997,3313422.312,180,,TR 19.A.09.4,ANG2-A-020-01-T02/03,,,
A,A-020,A-020-01,Bridge,A-020-01-B02/04,342259.5587,3313421.972,,40-64,,ANG2-A-020-01-B02/04,,,
A,A-020,A-020-01,Tracker,A-020-01-T03/05,342257.5997,3313376.554,180,,TR 19.A.09.6,ANG2-A-020-01-T03/05,,,
A,A-020,A-020-01,Bridge,A-020-01-B03/06,342259.5587,3313376.214,,40-64,,ANG2-A-020-01-B03/06,,,
A,A-020,A-020-01,Tracker,A-020-01-T04/07,342257.5997,3313330.796,180,,TR 19.A.17.2,ANG2-A-020-01-T04/07,,,
A,A-020,A-020-01,Dock,A-020-01-D01/08,342257.5464,3313330.371,,76-105,,ANG2-A-020-01-D01/08,,,
A,A-020,A-020-01,Tracker,A-020-01-T05/09,342257.5997,3313284.838,180,,TR 19.A.17.5,ANG2-A-020-01-T05/09,,,
A,A-020,A-020-01,Bridge,A-020-01-B04/10,342259.5587,3313284.498,,40-64,,ANG2-A-020-01-B04/10,,,
A,A-020,A-020-01,Tracker,A-020-01-T06/11,342257.5997,3313239.08,180,,TR 17.B.07.1,ANG2-A-020-01-T06/11,,,
A,A-021,A-021-01,Tracker,A-021-01-T01/01,342268.3997,3313462.12,180,,TR 19.A.10.2,ANG2-A-021-01-T01/01,,,
A,A-021,A-021-01,Bridge,A-021-01-B01/02,342270.3587,3313461.78,,40-64,,ANG2-A-021-01-B01/02,,,
A,A-021,A-021-01,Tracker,A-021-01-T02/03,342268.3997,3313416.362,180,,TR 19.A.10.3,ANG2-A-021-01-T02/03,,,
A,A-021,A-021-01,Bridge,A-021-01-B02/04,342270.3587,3313416.022,,40-64,,ANG2-A-021-01-B02/04,,,
A,A-021,A-021-01,Tracker,A-021-01-T03/05,342268.3997,3313370.604,180,,TR 19.A.10.5,ANG2-A-021-01-T03/05,,,
A,A-021,A-021-01,Bridge,A-021-01-B03/06,342270.3587,3313370.264,,40-64,,ANG2-A-021-01-B03/06,,,
A,A-021,A-021-01,Tracker,A-021-01-T04/07,342268.3997,3313324.846,180,,TR 19.A.17.3,ANG2-A-021-01-T04/07,,,
A,A-021,A-021-01,Dock,A-021-01-D01/08,342268.3464,3313324.421,,76-105,,ANG2-A-021-01-D01/08,,,
A,A-021,A-021-01,Tracker,A-021-01-T05/09,342268.3997,3313278.888,180,,TR 19.A.17.6,ANG2-A-021-01-T05/09,,,
A,A-021,A-021-01,Bridge,A-021-01-B04/10,342270.3587,3313278.548,,40-64,,ANG2-A-021-01-B04/10,,,
A,A-021,A-021-01,Tracker,A-021-01-T06/11,342268.3997,3313248.145,120,,TR 17.B.07.4,ANG2-A-021-01-T06/11,,,
A,A-021,A-021-01,Bridge,A-021-01-B05/12,342270.3587,3313247.805,,65-82,,ANG2-A-021-01-B05/12,,,
A,A-021,A-021-01,Tracker,A-021-01-T07/13,342268.3997,3313217.387,120,,TR 17.B.07.6,ANG2-A-021-01-T07/13,,,
A,A-021,A-021-01,Bridge,A-021-01-B06/14,342270.3587,3313217.047,,40-64,,ANG2-A-021-01-B06/14,,,
A,A-021,A-021-01,Tracker,A-021-01-T08/15,342268.3997,3313186.629,120,,TR 17.B.07.8,ANG2-A-021-01-T08/15,,,
A,A-022,A-022-01,Tracker,A-022-01-T01/01,342279.1997,3313456.17,180,,TR 19.A.11.1,ANG2-A-022-01-T01/01,,,
A,A-022,A-022-01,Bridge,A-022-01-B01/02,342281.1587,3313455.83,,40-64,,ANG2-A-022-01-B01/02,,,
A,A-022,A-022-01,Tracker,A-022-01-T02/03,342279.1997,3313410.412,180,,TR 19.A.10.4,ANG2-A-022-01-T02/03,,,
A,A-022,A-022-01,Bridge,A-022-01-B02/04,342281.1587,3313410.072,,40-64,,ANG2-A-022-01-B02/04,,,
A,A-022,A-022-01,Tracker,A-022-01-T03/05,342279.1997,3313364.654,180,,TR 19.A.10.6,ANG2-A-022-01-T03/05,,,
A,A-022,A-022-01,Bridge,A-022-01-B03/06,342281.1587,3313364.314,,40-64,,ANG2-A-022-01-B03/06,,,
A,A-022,A-022-01,Tracker,A-022-01-T04/07,342279.1997,3313318.896,180,,TR 19.A.18.1,ANG2-A-022-01-T04/07,,,
A,A-022,A-022-01,Dock,A-022-01-D01/08,342279.1464,3313318.471,,76-105,,ANG2-A-022-01-D01/08,,,
A,A-022,A-022-01,Tracker,A-022-01-T05/09,342279.1997,3313272.938,180,,TR 19.A.18.4,ANG2-A-022-01-T05/09,,,
A,A-022,A-022-01,Bridge,A-022-01-B04/10,342281.1587,3313272.598,,40-64,,ANG2-A-022-01-B04/10,,,
A,A-022,A-022-01,Tracker,A-022-01-T06/11,342279.1997,3313242.195,120,,TR 17.B.07.5,ANG2-A-022-01-T06/11,,,
A,A-022,A-022-01,Bridge,A-022-01-B05/12,342281.1587,3313241.855,,40-64,,ANG2-A-022-01-B05/12,,,
A,A-022,A-022-01,Tracker,A-022-01-T07/13,342279.1997,3313211.437,120,,TR 17.B.07.7,ANG2-A-022-01-T07/13,,,
A,A-022,A-022-01,Bridge,A-022-01-B06/14,342281.1587,3313211.097,,65-82,,ANG2-A-022-01-B06/14,,,
A,A-022,A-022-01,Tracker,A-022-01-T08/15,342279.1997,3313180.679,120,,TR 17.B.07.9,ANG2-A-022-01-T08/15,,,
A,A-023,A-023-01,Tracker,A-023-01-T01/01,342289.9997,3313450.22,180,,TR 19.A.11.2,ANG2-A-023-01-T01/01,,,
A,A-023,A-023-01,Bridge,A-023-01-B01/02,342291.9587,3313449.88,,40-64,,ANG2-A-023-01-B01/02,,,
A,A-023,A-023-01,Tracker,A-023-01-T02/03,342289.9997,3313404.462,180,,TR 19.A.11.3,ANG2-A-023-01-T02/03,,,
A,A-023,A-023-01,Bridge,A-023-01-B02/04,342291.9587,3313404.122,,40-64,,ANG2-A-023-01-B02/04,,,
A,A-023,A-023-01,Tracker,A-023-01-T03/05,342289.9997,3313358.704,180,,TR 19.A.11.5,ANG2-A-023-01-T03/05,,,
A,A-023,A-023-01,Bridge,A-023-01-B03/06,342291.9587,3313358.364,,40-64,,ANG2-A-023-01-B03/06,,,
A,A-023,A-023-01,Tracker,A-023-01-T04/07,342289.9997,3313312.946,180,,TR 19.A.18.2,ANG2-A-023-01-T04/07,,,
A,A-023,A-023-01,Dock,A-023-01-D01/08,342289.9464,3313312.521,,76-105,,ANG2-A-023-01-D01/08,,,
A,A-023,A-023-01,Tracker,A-023-01-T05/09,342289.9997,3313266.988,180,,TR 19.A.18.5,ANG2-A-023-01-T05/09,,,
A,A-023,A-023-01,Bridge,A-023-01-B04/10,342291.9587,3313266.648,,40-64,,ANG2-A-023-01-B04/10,,,
A,A-023,A-023-01,Tracker,A-023-01-T06/11,342289.9997,3313236.245,120,,TR 17.B.06.1,ANG2-A-023-01-T06/11,,,
A,A-023,A-023-01,Bridge,A-023-01-B05/12,342291.9587,3313235.905,,40-64,,ANG2-A-023-01-B05/12,,,
A,A-023,A-023-01,Tracker,A-023-01-T07/13,342289.9997,3313205.487,120,,TR 17.B.06.4,ANG2-A-023-01-T07/13,,,
A,A-023,A-023-01,Bridge,A-023-01-B06/14,342291.9587,3313205.147,,40-64,,ANG2-A-023-01-B06/14,,,
A,A-023,A-023-01,Tracker,A-023-01-T08/15,342289.9997,3313174.729,120,,TR 17.B.06.7,ANG2-A-023-01-T08/15,,,
A,A-024,A-024-01,Tracker,A-024-01-T01/01,342300.7997,3313444.269,180,,TR 19.B.11.1,ANG2-A-024-01-T01/01,,,
A,A-024,A-024-01,Bridge,A-024-01-B01/02,342302.7587,3313443.929,,40-64,,ANG2-A-024-01-B01/02,,,
A,A-024,A-024-01,Tracker,A-024-01-T02/03,342300.7997,3313398.511,180,,TR 19.A.11.4,ANG2-A-024-01-T02/03,,,
A,A-024,A-024-01,Bridge,A-024-01-B02/04,342302.7587,3313398.171,,40-64,,ANG2-A-024-01-B02/04,,,
A,A-024,A-024-01,Tracker,A-024-01-T03/05,342300.7997,3313352.753,180,,TR 19.A.11.6,ANG2-A-024-01-T03/05,,,
A,A-024,A-024-01,Bridge,A-024-01-B03/06,342302.7587,3313352.413,,40-64,,ANG2-A-024-01-B03/06,,,
A,A-024,A-024-01,Tracker,A-024-01-T04/07,342300.7997,3313306.995,180,,TR 19.A.18.3,ANG2-A-024-01-T04/07,,,
A,A-024,A-024-01,Dock,A-024-01-D01/08,342300.7464,3313306.57,,76-105,,ANG2-A-024-01-D01/08,,,
A,A-024,A-024-01,Tracker,A-024-01-T05/09,342300.7997,3313261.037,180,,TR 19.A.18.6,ANG2-A-024-01-T05/09,,,
A,A-024,A-024-01,Bridge,A-024-01-B04/10,342302.7587,3313260.697,,40-64,,ANG2-A-024-01-B04/10,,,
A,A-024,A-024-01,Tracker,A-024-01-T06/11,342300.7997,3313230.294,120,,TR 17.B.06.2,ANG2-A-024-01-T06/11,,,
A,A-024,A-024-01,Bridge,A-024-01-B05/12,342302.7587,3313229.954,,65-82,,ANG2-A-024-01-B05/12,,,
A,A-024,A-024-01,Tracker,A-024-01-T07/13,342300.7997,3313199.536,120,,TR 17.B.06.5,ANG2-A-024-01-T07/13,,,
A,A-024,A-024-01,Bridge,A-024-01-B06/14,342302.7587,3313199.196,,40-64,,ANG2-A-024-01-B06/14,,,
A,A-024,A-024-01,Tracker,A-024-01-T08/15,342300.7997,3313168.778,120,,TR 17.B.06.8,ANG2-A-024-01-T08/15,,,
A,A-025,A-025-01,Tracker,A-025-01-T01/01,342311.5997,3313438.319,180,,TR 19.B.11.2,ANG2-A-025-01-T01/01,,,
A,A-025,A-025-01,Dock,A-025-01-D01/02,342311.5464,3313437.894,,76-105,,ANG2-A-025-01-D01/02,,,
A,A-025,A-025-01,Tracker,A-025-01-T02/03,342311.5997,3313392.361,180,,TR 19.B.11.5,ANG2-A-025-01-T02/03,,,
A,A-026,A-026-01,Tracker,A-026-01-T01/01,342322.3997,3313432.369,180,,TR 19.B.11.3,ANG2-A-026-01-T01/01,,,
A,A-026,A-026-01,Bridge,A-026-01-B01/02,342324.3587,3313432.029,,40-64,,ANG2-A-026-01-B01/02,,,
A,A-026,A-026-01,Tracker,A-026-01-T02/03,342322.3997,3313386.611,180,,TR 19.B.11.6,ANG2-A-026-01-T02/03,,,
A,A-026,A-026-01,Bridge,A-026-01-B02/04,342324.3587,3313386.271,,40-64,,ANG2-A-026-01-B02/04,,,
A,A-026,A-026-01,Tracker,A-026-01-T03/05,342322.3997,3313340.853,180,,TR 19.B.11.7,ANG2-A-026-01-T03/05,,,
A,A-026,A-026-01,Bridge,A-026-01-B03/06,342324.3587,3313340.513,,40-64,,ANG2-A-026-01-B03/06,,,
A,A-026,A-026-01,Tracker,A-026-01-T04/07,342322.3997,3313295.095,180,,TR 19.B.18.1,ANG2-A-026-01-T04/07,,,
A,A-026,A-026-01,Dock,A-026-01-D01/08,342322.3464,3313294.67,,76-105,,ANG2-A-026-01-D01/08,,,
A,A-026,A-026-01,Tracker,A-026-01-T05/09,342322.3997,3313249.137,180,,TR 19.B.18.4,ANG2-A-026-01-T05/09,,,
A,A-026,A-026-01,Bridge,A-026-01-B04/10,342324.3587,3313248.797,,40-64,,ANG2-A-026-01-B04/10,,,
A,A-026,A-026-01,Tracker,A-026-01-T06/11,342322.3997,3313218.394,120,,TR 17.B.06.3,ANG2-A-026-01-T06/11,,,
A,A-026,A-026-01,Bridge,A-026-01-B05/12,342324.3587,3313218.054,,40-64,,ANG2-A-026-01-B05/12,,,
A,A-026,A-026-01,Tracker,A-026-01-T07/13,342322.3997,3313187.636,120,,TR 17.B.06.6,ANG2-A-026-01-T07/13,,,
A,A-026,A-026-01,Bridge,A-026-01-B06/14,342324.3587,3313187.296,,65-82,,ANG2-A-026-01-B06/14,,,
A,A-026,A-026-01,Tracker,A-026-01-T08/15,342322.3997,3313156.878,120,,TR 17.B.06.9,ANG2-A-026-01-T08/15,,,
A,A-027,A-027-01,Tracker,A-027-01-T01/01,342333.1997,3313426.419,180,,TR 19.B.11.4,ANG2-A-027-01-T01/01,,,
A,A-027,A-027-01,Bridge,A-027-01-B01/02,342335.1587,3313426.079,,40-64,,ANG2-A-027-01-B01/02,,,
A,A-027,A-027-01,Tracker,A-027-01-T02/03,342333.1997,3313380.661,180,,TR 19.B.10.3,ANG2-A-027-01-T02/03,,,
A,A-027,A-027-01,Bridge,A-027-01-B02/04,342335.1587,3313380.321,,40-64,,ANG2-A-027-01-B02/04,,,
A,A-027,A-027-01,Tracker,A-027-01-T03/05,342333.1997,3313334.903,180,,TR 19.B.10.5,ANG2-A-027-01-T03/05,,,
A,A-027,A-027-01,Bridge,A-027-01-B03/06,342335.1587,3313334.563,,40-64,,ANG2-A-027-01-B03/06,,,
A,A-027,A-027-01,Tracker,A-027-01-T04/07,342333.1997,3313289.145,180,,TR 19.B.18.2,ANG2-A-027-01-T04/07,,,
A,A-027,A-027-01,Dock,A-027-01-D01/08,342333.1464,3313288.72,,76-105,,ANG2-A-027-01-D01/08,,,
A,A-027,A-027-01,Tracker,A-027-01-T05/09,342333.1997,3313243.187,180,,TR 19.B.18.5,ANG2-A-027-01-T05/09,,,
A,A-027,A-027-01,Bridge,A-027-01-B04/10,342335.1587,3313242.847,,40-64,,ANG2-A-027-01-B04/10,,,
A,A-027,A-027-01,Tracker,A-027-01-T06/11,342333.1997,3313212.444,120,,TR 17.B.05.1,ANG2-A-027-01-T06/11,,,
A,A-027,A-027-01,Bridge,A-027-01-B05/12,342335.1587,3313212.104,,40-64,,ANG2-A-027-01-B05/12,,,
A,A-027,A-027-01,Tracker,A-027-01-T07/13,342333.1997,3313181.686,120,,TR 17.B.05.4,ANG2-A-027-01-T07/13,,,
A,A-027,A-027-01,Bridge,A-027-01-B06/14,342335.1587,3313181.346,,40-64,,ANG2-A-027-01-B06/14,,,
A,A-027,A-027-01,Tracker,A-027-01-T08/15,342333.1997,3313150.928,120,,TR 17.B.05.7,ANG2-A-027-01-T08/15,,,
A,A-028,A-028-01,Tracker,A-028-01-T01/01,342343.9997,3313420.469,180,,TR 19.B.10.2,ANG2-A-028-01-T01/01,,,
A,A-028,A-028-01,Bridge,A-028-01-B01/02,342345.9587,3313420.129,,40-64,,ANG2-A-028-01-B01/02,,,
A,A-028,A-028-01,Tracker,A-028-01-T02/03,342343.9997,3313374.711,180,,TR 19.B.10.4,ANG2-A-028-01-T02/03,,,
A,A-028,A-028-01,Bridge,A-028-01-B02/04,342345.9587,3313374.371,,40-64,,ANG2-A-028-01-B02/04,,,
A,A-028,A-028-01,Tracker,A-028-01-T03/05,342343.9997,3313328.953,180,,TR 19.B.10.6,ANG2-A-028-01-T03/05,,,
A,A-028,A-028-01,Bridge,A-028-01-B03/06,342345.9587,3313328.613,,40-64,,ANG2-A-028-01-B03/06,,,
A,A-028,A-028-01,Tracker,A-028-01-T04/07,342343.9997,3313283.195,180,,TR 19.B.18.3,ANG2-A-028-01-T04/07,,,
A,A-028,A-028-01,Dock,A-028-01-D01/08,342343.9464,3313282.77,,76-105,,ANG2-A-028-01-D01/08,,,
A,A-028,A-028-01,Tracker,A-028-01-T05/09,342343.9997,3313237.237,180,,TR 19.B.18.6,ANG2-A-028-01-T05/09,,,
A,A-028,A-028-01,Bridge,A-028-01-B04/10,342345.9587,3313236.897,,40-64,,ANG2-A-028-01-B04/10,,,
A,A-028,A-028-01,Tracker,A-028-01-T06/11,342343.9997,3313206.494,120,,TR 17.B.05.2,ANG2-A-028-01-T06/11,,,
A,A-028,A-028-01,Bridge,A-028-01-B05/12,342345.9587,3313206.154,,40-64,,ANG2-A-028-01-B05/12,,,
A,A-028,A-028-01,Tracker,A-028-01-T07/13,342343.9997,3313175.736,120,,TR 17.B.05.5,ANG2-A-028-01-T07/13,,,
A,A-028,A-028-01,Bridge,A-028-01-B06/14,342345.9587,3313175.396,,65-82,,ANG2-A-028-01-B06/14,,,
A,A-028,A-028-01,Tracker,A-028-01-T08/15,342343.9997,3313144.978,120,,TR 17.B.05.8,ANG2-A-028-01-T08/15,,,
A,A-029,A-029-01,Tracker,A-029-01-T01/01,342354.7997,3313414.519,180,,TR 19.B.10.1,ANG2-A-029-01-T01/01,,,
A,A-029,A-029-01,Bridge,A-029-01-B01/02,342356.7587,3313414.179,,40-64,,ANG2-A-029-01-B01/02,,,
A,A-029,A-029-01,Tracker,A-029-01-T02/03,342354.7997,3313368.761,180,,TR 19.B.09.3,ANG2-A-029-01-T02/03,,,
A,A-029,A-029-01,Bridge,A-029-01-B02/04,342356.7587,3313368.421,,40-64,,ANG2-A-029-01-B02/04,,,
A,A-029,A-029-01,Tracker,A-029-01-T03/05,342354.7997,3313323.003,180,,TR 19.B.09.5,ANG2-A-029-01-T03/05,,,
A,A-029,A-029-01,Bridge,A-029-01-B03/06,342356.7587,3313322.663,,40-64,,ANG2-A-029-01-B03/06,,,
A,A-029,A-029-01,Tracker,A-029-01-T04/07,342354.7997,3313277.245,180,,TR 19.B.17.1,ANG2-A-029-01-T04/07,,,
A,A-029,A-029-01,Dock,A-029-01-D01/08,342354.7464,3313276.82,,76-105,,ANG2-A-029-01-D01/08,,,
A,A-029,A-029-01,Tracker,A-029-01-T05/09,342354.7997,3313231.287,180,,TR 19.B.17.4,ANG2-A-029-01-T05/09,,,
