Block,Array,Row,Entity,Entity Name,Position X,Position Y,Area,Gap,Soltec Name,Full,docking,tracker length,bridge type
C,C-097,C-097-01,Tracker,C-097-01-T04/07,341933.5997,3312425.425,180,,TR 07.A.03.6,ANG2-C-097-01-T04/07,,,
C,C-097,C-097-01,Dock,C-097-01-D01/08,341933.5464,3312425,,72-75,,ANG2-C-097-01-D01/08,,,
C,C-097,C-097-01,Tracker,C-097-01-T05/09,341933.5997,3312379.467,180,,TR 07.A.12.1,ANG2-C-097-01-T05/09,,,
C,C-097,C-097-01,Bridge,C-097-01-B04/10,341935.5587,3312379.127,,40-64,,ANG2-C-097-01-B04/10,,,
C,C-097,C-097-01,Tracker,C-097-01-T06/11,341933.5997,3312333.709,180,,TR 07.A.12.3,ANG2-C-097-01-T06/11,,,
C,C-097,C-097-01,Bridge,C-097-01-B05/12,341935.5587,3312333.369,,40-64,,ANG2-C-097-01-B05/12,,,
C,C-097,C-097-01,Tracker,C-097-01-T07/13,341933.5997,3312287.951,180,,TR 07.A.12.5,ANG2-C-097-01-T07/13,,,
C,C-098,C-098-01,Tracker,C-098-01-T01/01,341944.3997,3312556.749,180,,TR 11.B.18.3,ANG2-C-098-01-T01/01,,,
C,C-098,C-098-01,Bridge,C-098-01-B01/02,341946.3587,3312556.409,,40-64,,ANG2-C-098-01-B01/02,,,
C,C-098,C-098-01,Tracker,C-098-01-T02/03,341944.3997,3312510.991,180,,TR 11.B.18.6,ANG2-C-098-01-T02/03,,,
C,C-098,C-098-01,Bridge,C-098-01-B02/04,341946.3587,3312510.651,,40-64,,ANG2-C-098-01-B02/04,,,
C,C-098,C-098-01,Tracker,C-098-01-T03/05,341944.3997,3312465.233,180,,TR 07.A.03.3,ANG2-C-098-01-T03/05,,,
C,C-098,C-098-01,Bridge,C-098-01-B03/06,341946.3587,3312464.893,,40-64,,ANG2-C-098-01-B03/06,,,
C,C-098,C-098-01,Tracker,C-098-01-T04/07,341944.3997,3312419.475,180,,TR 07.A.04.4,ANG2-C-098-01-T04/07,,,
C,C-098,C-098-01,Dock,C-098-01-D01/08,341944.3464,3312419.05,,76-105,,ANG2-C-098-01-D01/08,,,
C,C-098,C-098-01,Tracker,C-098-01-T05/09,341944.3997,3312373.517,180,,TR 07.A.12.2,ANG2-C-098-01-T05/09,,,
C,C-098,C-098-01,Bridge,C-098-01-B04/10,341946.3587,3312373.177,,40-64,,ANG2-C-098-01-B04/10,,,
C,C-098,C-098-01,Tracker,C-098-01-T06/11,341944.3997,3312327.759,180,,TR 07.A.12.4,ANG2-C-098-01-T06/11,,,
C,C-098,C-098-01,Bridge,C-098-01-B05/12,341946.3587,3312327.419,,40-64,,ANG2-C-098-01-B05/12,,,
C,C-098,C-098-01,Tracker,C-098-01-T07/13,341944.3997,3312282.001,180,,TR 07.A.12.6,ANG2-C-098-01-T07/13,,,
C,C-099,C-099-01,Tracker,C-099-01-T01/01,341955.1997,3312550.798,180,,TR 11.B.17.1,ANG2-C-099-01-T01/01,,,
C,C-099,C-099-01,Bridge,C-099-01-B01/02,341957.1587,3312550.458,,40-64,,ANG2-C-099-01-B01/02,,,
C,C-099,C-099-01,Tracker,C-099-01-T02/03,341955.1997,3312505.04,180,,TR 11.B.17.4,ANG2-C-099-01-T02/03,,,
C,C-099,C-099-01,Bridge,C-099-01-B02/04,341957.1587,3312504.7,,40-64,,ANG2-C-099-01-B02/04,,,
C,C-099,C-099-01,Tracker,C-099-01-T03/05,341955.1997,3312459.282,180,,TR 07.A.04.1,ANG2-C-099-01-T03/05,,,
C,C-099,C-099-01,Bridge,C-099-01-B03/06,341957.1587,3312458.942,,40-64,,ANG2-C-099-01-B03/06,,,
C,C-099,C-099-01,Tracker,C-099-01-T04/07,341955.1997,3312413.524,180,,TR 07.A.04.5,ANG2-C-099-01-T04/07,,,
C,C-099,C-099-01,Dock,C-099-01-D01/08,341955.1464,3312413.099,,76-105,,ANG2-C-099-01-D01/08,,,
C,C-099,C-099-01,Tracker,C-099-01-T05/09,341955.1997,3312367.566,180,,TR 07.A.13.1,ANG2-C-099-01-T05/09,,,
C,C-099,C-099-01,Bridge,C-099-01-B04/10,341957.1587,3312367.226,,40-64,,ANG2-C-099-01-B04/10,,,
C,C-099,C-099-01,Tracker,C-099-01-T06/11,341955.1997,3312321.808,180,,TR 07.A.13.3,ANG2-C-099-01-T06/11,,,
C,C-099,C-099-01,Bridge,C-099-01-B05/12,341957.1587,3312321.468,,40-64,,ANG2-C-099-01-B05/12,,,
C,C-099,C-099-01,Tracker,C-099-01-T07/13,341955.1997,3312276.05,180,,TR 07.A.13.5,ANG2-C-099-01-T07/13,,,
C,C-100,C-100-01,Tracker,C-100-01-T01/01,341965.9997,3312544.848,180,,TR 11.B.17.2,ANG2-C-100-01-T01/01,,,
C,C-100,C-100-01,Bridge,C-100-01-B01/02,341967.9587,3312544.508,,40-64,,ANG2-C-100-01-B01/02,,,
C,C-100,C-100-01,Tracker,C-100-01-T02/03,341965.9997,3312499.09,180,,TR 11.B.17.5,ANG2-C-100-01-T02/03,,,
C,C-100,C-100-01,Bridge,C-100-01-B02/04,341967.9587,3312498.75,,65-82,,ANG2-C-100-01-B02/04,,,
C,C-100,C-100-01,Tracker,C-100-01-T03/05,341965.9997,3312453.332,180,,TR 07.A.04.2,ANG2-C-100-01-T03/05,,,
C,C-100,C-100-01,Bridge,C-100-01-B03/06,341967.9587,3312452.992,,65-82,,ANG2-C-100-01-B03/06,,,
C,C-100,C-100-01,Tracker,C-100-01-T04/07,341965.9997,3312407.574,180,,TR 07.A.04.6,ANG2-C-100-01-T04/07,,,
C,C-100,C-100-01,Dock,C-100-01-D01/08,341965.9464,3312407.149,,76-105,,ANG2-C-100-01-D01/08,,,
C,C-100,C-100-01,Tracker,C-100-01-T05/09,341965.9997,3312361.616,180,,TR 07.A.13.2,ANG2-C-100-01-T05/09,,,
C,C-100,C-100-01,Bridge,C-100-01-B04/10,341967.9587,3312361.276,,65-82,,ANG2-C-100-01-B04/10,,,
C,C-100,C-100-01,Tracker,C-100-01-T06/11,341965.9997,3312315.858,180,,TR 07.A.13.4,ANG2-C-100-01-T06/11,,,
C,C-100,C-100-01,Bridge,C-100-01-B05/12,341967.9587,3312315.518,,65-82,,ANG2-C-100-01-B05/12,,,
C,C-100,C-100-01,Tracker,C-100-01-T07/13,341965.9997,3312270.1,180,,TR 07.A.13.6,ANG2-C-100-01-T07/13,,,
C,C-101,C-101-01,Tracker,C-101-01-T01/01,341976.7997,3312538.898,180,,TR 11.B.17.3,ANG2-C-101-01-T01/01,,,
C,C-101,C-101-01,Bridge,C-101-01-B01/02,341978.7587,3312538.558,,40-64,,ANG2-C-101-01-B01/02,,,
C,C-101,C-101-01,Tracker,C-101-01-T02/03,341976.7997,3312493.14,180,,TR 11.B.17.6,ANG2-C-101-01-T02/03,,,
C,C-101,C-101-01,Bridge,C-101-01-B02/04,341978.7587,3312492.8,,40-64,,ANG2-C-101-01-B02/04,,,
C,C-101,C-101-01,Tracker,C-101-01-T03/05,341976.7997,3312447.382,180,,TR 07.A.04.3,ANG2-C-101-01-T03/05,,,
C,C-101,C-101-01,Bridge,C-101-01-B03/06,341978.7587,3312447.042,,40-64,,ANG2-C-101-01-B03/06,,,
C,C-101,C-101-01,Tracker,C-101-01-T04/07,341976.7997,3312401.624,180,,TR 07.A.05.4,ANG2-C-101-01-T04/07,,,
C,C-101,C-101-01,Dock,C-101-01-D01/08,341976.7464,3312401.199,,76-105,,ANG2-C-101-01-D01/08,,,
C,C-101,C-101-01,Tracker,C-101-01-T05/09,341976.7997,3312355.666,180,,TR 07.A.14.1,ANG2-C-101-01-T05/09,,,
C,C-101,C-101-01,Bridge,C-101-01-B04/10,341978.7587,3312355.326,,40-64,,ANG2-C-101-01-B04/10,,,
C,C-101,C-101-01,Tracker,C-101-01-T06/11,341976.7997,3312309.908,180,,TR 07.A.14.3,ANG2-C-101-01-T06/11,,,
C,C-101,C-101-01,Bridge,C-101-01-B05/12,341978.7587,3312309.568,,40-64,,ANG2-C-101-01-B05/12,,,
C,C-101,C-101-01,Tracker,C-101-01-T07/13,341976.7997,3312264.15,180,,TR 07.A.14.5,ANG2-C-101-01-T07/13,,,
C,C-102,C-102-01,Tracker,C-102-01-T01/01,341987.5997,3312532.948,180,,TR 11.B.16.1,ANG2-C-102-01-T01/01,,,
C,C-102,C-102-01,Bridge,C-102-01-B01/02,341989.5587,3312532.608,,40-64,,ANG2-C-102-01-B01/02,,,
C,C-102,C-102-01,Tracker,C-102-01-T02/03,341987.5997,3312487.19,180,,TR 11.B.16.4,ANG2-C-102-01-T02/03,,,
C,C-102,C-102-01,Bridge,C-102-01-B02/04,341989.5587,3312486.85,,40-64,,ANG2-C-102-01-B02/04,,,
C,C-102,C-102-01,Tracker,C-102-01-T03/05,341987.5997,3312441.432,180,,TR 07.A.05.1,ANG2-C-102-01-T03/05,,,
C,C-102,C-102-01,Bridge,C-102-01-B03/06,341989.5587,3312441.092,,40-64,,ANG2-C-102-01-B03/06,,,
C,C-102,C-102-01,Tracker,C-102-01-T04/07,341987.5997,3312395.674,180,,TR 07.A.05.5,ANG2-C-102-01-T04/07,,,
C,C-102,C-102-01,Dock,C-102-01-D01/08,341987.5464,3312395.249,,76-105,,ANG2-C-102-01-D01/08,,,
C,C-102,C-102-01,Tracker,C-102-01-T05/09,341987.5997,3312349.716,180,,TR 07.A.14.2,ANG2-C-102-01-T05/09,,,
C,C-102,C-102-01,Bridge,C-102-01-B04/10,341989.5587,3312349.376,,40-64,,ANG2-C-102-01-B04/10,,,
C,C-102,C-102-01,Tracker,C-102-01-T06/11,341987.5997,3312303.958,180,,TR 07.A.14.4,ANG2-C-102-01-T06/11,,,
C,C-102,C-102-01,Bridge,C-102-01-B05/12,341989.5587,3312303.618,,40-64,,ANG2-C-102-01-B05/12,,,
C,C-102,C-102-01,Tracker,C-102-01-T07/13,341987.5997,3312258.2,180,,TR 07.A.14.6,ANG2-C-102-01-T07/13,,,
C,C-103,C-103-01,Tracker,C-103-01-T01/01,341998.3997,3312526.998,180,,TR 11.B.16.2,ANG2-C-103-01-T01/01,,,
C,C-103,C-103-01,Bridge,C-103-01-B01/02,342000.3587,3312526.658,,40-64,,ANG2-C-103-01-B01/02,,,
C,C-103,C-103-01,Tracker,C-103-01-T02/03,341998.3997,3312481.24,180,,TR 11.B.16.5,ANG2-C-103-01-T02/03,,,
C,C-103,C-103-01,Bridge,C-103-01-B02/04,342000.3587,3312480.9,,40-64,,ANG2-C-103-01-B02/04,,,
C,C-103,C-103-01,Tracker,C-103-01-T03/05,341998.3997,3312435.482,180,,TR 07.A.05.2,ANG2-C-103-01-T03/05,,,
C,C-103,C-103-01,Bridge,C-103-01-B03/06,342000.3587,3312435.142,,40-64,,ANG2-C-103-01-B03/06,,,
C,C-103,C-103-01,Tracker,C-103-01-T04/07,341998.3997,3312389.724,180,,TR 07.A.05.6,ANG2-C-103-01-T04/07,,,
C,C-103,C-103-01,Dock,C-103-01-D01/08,341998.3464,3312389.299,,76-105,,ANG2-C-103-01-D01/08,,,
C,C-103,C-103-01,Tracker,C-103-01-T05/09,341998.3997,3312343.766,180,,TR 07.A.15.1,ANG2-C-103-01-T05/09,,,
C,C-103,C-103-01,Bridge,C-103-01-B04/10,342000.3587,3312343.426,,40-64,,ANG2-C-103-01-B04/10,,,
C,C-103,C-103-01,Tracker,C-103-01-T06/11,341998.3997,3312298.008,180,,TR 07.A.15.3,ANG2-C-103-01-T06/11,,,
C,C-103,C-103-01,Bridge,C-103-01-B05/12,342000.3587,3312297.668,,40-64,,ANG2-C-103-01-B05/12,,,
C,C-103,C-103-01,Tracker,C-103-01-T07/13,341998.3997,3312252.25,180,,TR 07.A.15.5,ANG2-C-103-01-T07/13,,,
C,C-104,C-104-01,Tracker,C-104-01-T01/01,342009.1997,3312521.048,180,,TR 11.B.16.3,ANG2-C-104-01-T01/01,,,
C,C-104,C-104-01,Bridge,C-104-01-B01/02,342011.1587,3312520.708,,40-64,,ANG2-C-104-01-B01/02,,,
C,C-104,C-104-01,Tracker,C-104-01-T02/03,342009.1997,3312475.29,180,,TR 11.B.16.6,ANG2-C-104-01-T02/03,,,
C,C-104,C-104-01,Bridge,C-104-01-B02/04,342011.1587,3312474.95,,65-82,,ANG2-C-104-01-B02/04,,,
C,C-104,C-104-01,Tracker,C-104-01-T03/05,342009.1997,3312429.532,180,,TR 07.A.05.3,ANG2-C-104-01-T03/05,,,
C,C-104,C-104-01,Bridge,C-104-01-B03/06,342011.1587,3312429.192,,65-82,,ANG2-C-104-01-B03/06,,,
C,C-104,C-104-01,Tracker,C-104-01-T04/07,342009.1997,3312383.774,180,,TR 07.A.06.4,ANG2-C-104-01-T04/07,,,
C,C-104,C-104-01,Dock,C-104-01-D01/08,342009.1464,3312383.349,,76-105,,ANG2-C-104-01-D01/08,,,
C,C-104,C-104-01,Tracker,C-104-01-T05/09,342009.1997,3312337.816,180,,TR 07.A.15.2,ANG2-C-104-01-T05/09,,,
C,C-104,C-104-01,Bridge,C-104-01-B04/10,342011.1587,3312337.476,,65-82,,ANG2-C-104-01-B04/10,,,
C,C-104,C-104-01,Tracker,C-104-01-T06/11,342009.1997,3312292.058,180,,TR 07.A.15.4,ANG2-C-104-01-T06/11,,,
C,C-104,C-104-01,Bridge,C-104-01-B05/12,342011.1587,3312291.718,,65-82,,ANG2-C-104-01-B05/12,,,
C,C-104,C-104-01,Tracker,C-104-01-T07/13,342009.1997,3312246.3,180,,TR 07.A.15.6,ANG2-C-104-01-T07/13,,,
C,C-105,C-105-01,Tracker,C-105-01-T01/01,342019.9997,3312515.098,180,,TR 11.B.15.1,ANG2-C-105-01-T01/01,,,
C,C-105,C-105-01,Bridge,C-105-01-B01/02,342021.9587,3312514.758,,40-64,,ANG2-C-105-01-B01/02,,,
C,C-105,C-105-01,Tracker,C-105-01-T02/03,342019.9997,3312469.34,180,,TR 11.B.15.4,ANG2-C-105-01-T02/03,,,
C,C-105,C-105-01,Bridge,C-105-01-B02/04,342021.9587,3312469,,40-64,,ANG2-C-105-01-B02/04,,,
C,C-105,C-105-01,Tracker,C-105-01-T03/05,342019.9997,3312423.582,180,,TR 07.A.06.1,ANG2-C-105-01-T03/05,,,
C,C-105,C-105-01,Bridge,C-105-01-B03/06,342021.9587,3312423.242,,40-64,,ANG2-C-105-01-B03/06,,,
C,C-105,C-105-01,Tracker,C-105-01-T04/07,342019.9997,3312377.824,180,,TR 07.A.06.5,ANG2-C-105-01-T04/07,,,
C,C-105,C-105-01,Dock,C-105-01-D01/08,342019.9464,3312377.399,,76-105,,ANG2-C-105-01-D01/08,,,
C,C-105,C-105-01,Tracker,C-105-01-T05/09,342019.9997,3312331.866,180,,TR 07.A.16.1,ANG2-C-105-01-T05/09,,,
C,C-105,C-105-01,Bridge,C-105-01-B04/10,342021.9587,3312331.526,,40-64,,ANG2-C-105-01-B04/10,,,
C,C-105,C-105-01,Tracker,C-105-01-T06/11,342019.9997,3312286.108,180,,TR 07.A.16.3,ANG2-C-105-01-T06/11,,,
C,C-105,C-105-01,Bridge,C-105-01-B05/12,342021.9587,3312285.768,,40-64,,ANG2-C-105-01-B05/12,,,
C,C-105,C-105-01,Tracker,C-105-01-T07/13,342019.9997,3312240.35,180,,TR 07.A.16.5,ANG2-C-105-01-T07/13,,,
C,C-106,C-106-01,Tracker,C-106-01-T01/01,342030.7997,3312509.148,180,,TR 11.B.15.2,ANG2-C-106-01-T01/01,,,
C,C-106,C-106-01,Bridge,C-106-01-B01/02,342032.7587,3312508.808,,40-64,,ANG2-C-106-01-B01/02,,,
C,C-106,C-106-01,Tracker,C-106-01-T02/03,342030.7997,3312463.39,180,,TR 11.B.15.5,ANG2-C-106-01-T02/03,,,
C,C-106,C-106-01,Bridge,C-106-01-B02/04,342032.7587,3312463.05,,40-64,,ANG2-C-106-01-B02/04,,,
C,C-106,C-106-01,Tracker,C-106-01-T03/05,342030.7997,3312417.632,180,,TR 07.A.06.2,ANG2-C-106-01-T03/05,,,
C,C-106,C-106-01,Bridge,C-106-01-B03/06,342032.7587,3312417.292,,40-64,,ANG2-C-106-01-B03/06,,,
C,C-106,C-106-01,Tracker,C-106-01-T04/07,342030.7997,3312371.874,180,,TR 07.A.06.6,ANG2-C-106-01-T04/07,,,
C,C-106,C-106-01,Dock,C-106-01-D01/08,342030.7464,3312371.449,,76-105,,ANG2-C-106-01-D01/08,,,
C,C-106,C-106-01,Tracker,C-106-01-T05/09,342030.7997,3312325.916,180,,TR 07.A.16.2,ANG2-C-106-01-T05/09,,,
C,C-106,C-106-01,Bridge,C-106-01-B04/10,342032.7587,3312325.576,,40-64,,ANG2-C-106-01-B04/10,,,
C,C-106,C-106-01,Tracker,C-106-01-T06/11,342030.7997,3312280.158,180,,TR 07.A.16.4,ANG2-C-106-01-T06/11,,,
C,C-106,C-106-01,Bridge,C-106-01-B05/12,342032.7587,3312279.818,,40-64,,ANG2-C-106-01-B05/12,,,
C,C-106,C-106-01,Tracker,C-106-01-T07/13,342030.7997,3312234.4,180,,TR 07.A.16.6,ANG2-C-106-01-T07/13,,,
C,C-107,C-107-01,Tracker,C-107-01-T01/01,342041.5997,3312503.198,180,,TR 11.B.15.3,ANG2-C-107-01-T01/01,,,
C,C-107,C-107-01,Bridge,C-107-01-B01/02,342043.5587,3312502.858,,40-64,,ANG2-C-107-01-B01/02,,,
C,C-107,C-107-01,Tracker,C-107-01-T02/03,342041.5997,3312457.44,180,,TR 11.B.15.6,ANG2-C-107-01-T02/03,,,
C,C-107,C-107-01,Bridge,C-107-01-B02/04,342043.5587,3312457.1,,40-64,,ANG2-C-107-01-B02/04,,,
C,C-107,C-107-01,Tracker,C-107-01-T03/05,342041.5997,3312411.682,180,,TR 07.A.06.3,ANG2-C-107-01-T03/05,,,
C,C-107,C-107-01,Bridge,C-107-01-B03/06,342043.5587,3312411.342,,65-82,,ANG2-C-107-01-B03/06,,,
C,C-107,C-107-01,Tracker,C-107-01-T04/07,342041.5997,3312365.924,180,,TR 07.A.07.4,ANG2-C-107-01-T04/07,,,
C,C-107,C-107-01,Dock,C-107-01-D01/08,342041.5464,3312365.499,,76-105,,ANG2-C-107-01-D01/08,,,
C,C-107,C-107-01,Tracker,C-107-01-T05/09,342041.5997,3312319.966,180,,TR 07.A.17.1,ANG2-C-107-01-T05/09,,,
C,C-107,C-107-01,Bridge,C-107-01-B04/10,342043.5587,3312319.626,,40-64,,ANG2-C-107-01-B04/10,,,
C,C-107,C-107-01,Tracker,C-107-01-T06/11,342041.5997,3312274.208,180,,TR 07.A.17.3,ANG2-C-107-01-T06/11,,,
C,C-107,C-107-01,Bridge,C-107-01-B05/12,342043.5587,3312273.868,,40-64,,ANG2-C-107-01-B05/12,,,
C,C-107,C-107-01,Tracker,C-107-01-T07/13,342041.5997,3312228.45,180,,TR 07.A.17.5,ANG2-C-107-01-T07/13,,,
C,C-108,C-108-01,Tracker,C-108-01-T01/01,342052.3997,3312513.021,120,,TR 11.B.14.6,ANG2-C-108-01-T01/01,,,
C,C-108,C-108-01,Bridge,C-108-01-B01/02,342054.3587,3312512.681,,65-82,,ANG2-C-108-01-B01/02,,,
C,C-108,C-108-01,Tracker,C-108-01-T02/03,342052.3997,3312482.263,120,,TR 11.B.14.7,ANG2-C-108-01-T02/03,,,
C,C-108,C-108-01,Bridge,C-108-01-B02/04,342054.3587,3312481.923,,65-82,,ANG2-C-108-01-B02/04,,,
C,C-108,C-108-01,Tracker,C-108-01-T03/05,342052.3997,3312451.505,120,,TR 11.B.14.8,ANG2-C-108-01-T03/05,,,
C,C-108,C-108-01,Bridge,C-108-01-B03/06,342054.3587,3312451.165,,40-64,,ANG2-C-108-01-B03/06,,,
C,C-108,C-108-01,Tracker,C-108-01-T04/07,342052.3997,3312405.732,180,,TR 07.A.07.1,ANG2-C-108-01-T04/07,,,
C,C-108,C-108-01,Bridge,C-108-01-B04/08,342054.3587,3312405.392,,40-64,,ANG2-C-108-01-B04/08,,,
C,C-108,C-108-01,Tracker,C-108-01-T05/09,342052.3997,3312359.974,180,,TR 07.A.07.5,ANG2-C-108-01-T05/09,,,
C,C-108,C-108-01,Dock,C-108-01-D01/10,342052.3464,3312359.549,,76-105,,ANG2-C-108-01-D01/10,,,
C,C-108,C-108-01,Tracker,C-108-01-T06/11,342052.3997,3312314.016,180,,TR 07.A.17.2,ANG2-C-108-01-T06/11,,,
C,C-108,C-108-01,Bridge,C-108-01-B05/12,342054.3587,3312313.676,,40-64,,ANG2-C-108-01-B05/12,,,
C,C-108,C-108-01,Tracker,C-108-01-T07/13,342052.3997,3312268.258,180,,TR 07.A.17.4,ANG2-C-108-01-T07/13,,,
C,C-108,C-108-01,Bridge,C-108-01-B06/14,342054.3587,3312267.918,,40-64,,ANG2-C-108-01-B06/14,,,
C,C-108,C-108-01,Tracker,C-108-01-T08/15,342052.3997,3312222.5,180,,TR 07.A.17.6,ANG2-C-108-01-T08/15,,,
C,C-109,C-109-01,Tracker,C-109-01-T01/01,342063.1997,3312507.071,120,,TR 11.B.14.3,ANG2-C-109-01-T01/01,,,
C,C-109,C-109-01,Bridge,C-109-01-B01/02,342065.1587,3312506.731,,40-64,,ANG2-C-109-01-B01/02,,,
C,C-109,C-109-01,Tracker,C-109-01-T02/03,342063.1997,3312476.313,120,,TR 11.B.14.4,ANG2-C-109-01-T02/03,,,
C,C-109,C-109-01,Bridge,C-109-01-B02/04,342065.1587,3312475.973,,40-64,,ANG2-C-109-01-B02/04,,,
C,C-109,C-109-01,Tracker,C-109-01-T03/05,342063.1997,3312445.555,120,,TR 11.B.14.5,ANG2-C-109-01-T03/05,,,
C,C-109,C-109-01,Bridge,C-109-01-B03/06,342065.1587,3312445.215,,40-64,,ANG2-C-109-01-B03/06,,,
C,C-109,C-109-01,Tracker,C-109-01-T04/07,342063.1997,3312399.782,180,,TR 07.A.07.2,ANG2-C-109-01-T04/07,,,
C,C-109,C-109-01,Bridge,C-109-01-B04/08,342065.1587,3312399.442,,40-64,,ANG2-C-109-01-B04/08,,,
C,C-109,C-109-01,Tracker,C-109-01-T05/09,342063.1997,3312354.024,180,,TR 07.A.07.6,ANG2-C-109-01-T05/09,,,
C,C-109,C-109-01,Dock,C-109-01-D01/10,342063.1464,3312353.599,,76-105,,ANG2-C-109-01-D01/10,,,
C,C-109,C-109-01,Tracker,C-109-01-T06/11,342063.1997,3312308.066,180,,TR 07.A.18.1,ANG2-C-109-01-T06/11,,,
C,C-109,C-109-01,Bridge,C-109-01-B05/12,342065.1587,3312307.726,,40-64,,ANG2-C-109-01-B05/12,,,
C,C-109,C-109-01,Tracker,C-109-01-T07/13,342063.1997,3312262.308,180,,TR 07.A.18.3,ANG2-C-109-01-T07/13,,,
C,C-109,C-109-01,Bridge,C-109-01-B06/14,342065.1587,3312261.968,,40-64,,ANG2-C-109-01-B06/14,,,
C,C-109,C-109-01,Tracker,C-109-01-T08/15,342063.1997,3312216.55,180,,TR 07.A.18.5,ANG2-C-109-01-T08/15,,,
C,C-110,C-110-01,Tracker,C-110-01-T01/01,342073.9997,3312302.315,180,,TR 07.A.18.2,ANG2-C-110-01-T01/01,,,
C,C-110,C-110-01,Dock,C-110-01-D01/02,342073.9464,3312301.89,,76-105,,ANG2-C-110-01-D01/02,,,
C,C-110,C-110-01,Tracker,C-110-01-T02/03,342073.9997,3312256.357,180,,TR 07.A.18.4,ANG2-C-110-01-T02/03,,,
C,C-110,C-110-01,Bridge,C-110-01-B01/04,342075.9587,3312256.017,,40-64,,ANG2-C-110-01-B01/04,,,
C,C-110,C-110-01,Tracker,C-110-01-T03/05,342073.9997,3312210.599,180,,TR 07.A.18.6,ANG2-C-110-01-T03/05,,,
C,C-111,C-111-01,Tracker,C-111-01-T01/01,342084.7997,3312479.397,180,,TR 11.B.14.1,ANG2-C-111-01-T01/01,,,
C,C-111,C-111-01,Bridge,C-111-01-B01/02,342086.7587,3312479.057,,40-64,,ANG2-C-111-01-B01/02,,,
C,C-111,C-111-01,Tracker,C-111-01-T02/03,342084.7997,3312433.639,180,,TR 11.B.14.2,ANG2-C-111-01-T02/03,,,
C,C-111,C-111-01,Bridge,C-111-01-B02/04,342086.7587,3312433.299,,40-64,,ANG2-C-111-01-B02/04,,,
C,C-111,C-111-01,Tracker,C-111-01-T03/05,342084.7997,3312387.881,180,,TR 07.A.07.3,ANG2-C-111-01-T03/05,,,
C,C-111,C-111-01,Bridge,C-111-01-B03/06,342086.7587,3312387.541,,40-64,,ANG2-C-111-01-B03/06,,,
C,C-111,C-111-01,Tracker,C-111-01-T04/07,342084.7997,3312342.123,180,,TR 07.A.07.7,ANG2-C-111-01-T04/07,,,
C,C-111,C-111-01,Dock,C-111-01-D01/08,342084.7464,3312341.698,,76-105,,ANG2-C-111-01-D01/08,,,
C,C-111,C-111-01,Tracker,C-111-01-T05/09,342084.7997,3312296.165,180,,TR 07.B.18.1,ANG2-C-111-01-T05/09,,,
C,C-111,C-111-01,Bridge,C-111-01-B04/10,342086.7587,3312295.825,,40-64,,ANG2-C-111-01-B04/10,,,
C,C-111,C-111-01,Tracker,C-111-01-T06/11,342084.7997,3312250.407,180,,TR 07.B.18.3,ANG2-C-111-01-T06/11,,,
C,C-111,C-111-01,Bridge,C-111-01-B05/12,342086.7587,3312250.067,,40-64,,ANG2-C-111-01-B05/12,,,
C,C-111,C-111-01,Tracker,C-111-01-T07/13,342084.7997,3312204.649,180,,TR 07.B.18.5,ANG2-C-111-01-T07/13,,,
C,C-112,C-112-01,Tracker,C-112-01-T01/01,342095.5997,3312473.447,180,,TR 11.B.13.1,ANG2-C-112-01-T01/01,,,
C,C-112,C-112-01,Bridge,C-112-01-B01/02,342097.5587,3312473.107,,40-64,,ANG2-C-112-01-B01/02,,,
C,C-112,C-112-01,Tracker,C-112-01-T02/03,342095.5997,3312427.689,180,,TR 11.B.13.4,ANG2-C-112-01-T02/03,,,
C,C-112,C-112-01,Bridge,C-112-01-B02/04,342097.5587,3312427.349,,40-64,,ANG2-C-112-01-B02/04,,,
C,C-112,C-112-01,Tracker,C-112-01-T03/05,342095.5997,3312381.931,180,,TR 07.B.07.1,ANG2-C-112-01-T03/05,,,
C,C-112,C-112-01,Bridge,C-112-01-B03/06,342097.5587,3312381.591,,40-64,,ANG2-C-112-01-B03/06,,,
C,C-112,C-112-01,Tracker,C-112-01-T04/07,342095.5997,3312336.173,180,,TR 07.B.07.4,ANG2-C-112-01-T04/07,,,
C,C-112,C-112-01,Dock,C-112-01-D01/08,342095.5464,3312335.748,,76-105,,ANG2-C-112-01-D01/08,,,
C,C-112,C-112-01,Tracker,C-112-01-T05/09,342095.5997,3312290.215,180,,TR 07.B.18.2,ANG2-C-112-01-T05/09,,,
C,C-112,C-112-01,Bridge,C-112-01-B04/10,342097.5587,3312289.875,,65-82,,ANG2-C-112-01-B04/10,,,
C,C-112,C-112-01,Tracker,C-112-01-T06/11,342095.5997,3312244.457,180,,TR 07.B.18.4,ANG2-C-112-01-T06/11,,,
C,C-112,C-112-01,Bridge,C-112-01-B05/12,342097.5587,3312244.117,,65-82,,ANG2-C-112-01-B05/12,,,
C,C-112,C-112-01,Tracker,C-112-01-T07/13,342095.5997,3312198.699,180,,TR 07.B.18.6,ANG2-C-112-01-T07/13,,,
C,C-113,C-113-01,Tracker,C-113-01-T01/01,342106.3997,3312467.497,180,,TR 11.B.13.2,ANG2-C-113-01-T01/01,,,
C,C-113,C-113-01,Bridge,C-113-01-B01/02,342108.3587,3312467.157,,40-64,,ANG2-C-113-01-B01/02,,,
C,C-113,C-113-01,Tracker,C-113-01-T02/03,342106.3997,3312421.739,180,,TR 11.B.13.5,ANG2-C-113-01-T02/03,,,
